dataset_id,column_name,role,nonmissing_count,missing_rate,unique_count,unique_rate_nonmissing,entropy_bits
D3,Gender,quasi_identifier,348,0.0,2,0.005747126436781609,0.7518972278650766
D3,Nationality,quasi_identifier,348,0.0,5,0.014367816091954023,1.1060111512556545
D3,Education_Level,quasi_identifier,348,0.0,5,0.014367816091954023,1.9784828608178715
D3,City,quasi_identifier,348,0.0,11,0.031609195402298854,1.5527186075381243
D3,P2_1,item_level,348,0.0,4,0.011494252873563218,1.3978350702548157
D3,P2_2,item_level,348,0.0,4,0.011494252873563218,1.2876128601812953
D3,P2_3,item_level,348,0.0,4,0.011494252873563218,0.9052766301178142
D3,P2_4,item_level,348,0.0,4,0.011494252873563218,1.4656908379460616
D3,P2_5,item_level,348,0.0,4,0.011494252873563218,1.346216189471033
D3,P2_6,item_level,348,0.0,4,0.011494252873563218,1.1197546364731445
D3,P2_7,item_level,348,0.0,4,0.011494252873563218,1.1443552965016957
D3,P2_8,item_level,348,0.0,4,0.011494252873563218,1.4279272263960279
D3,P2_9,item_level,348,0.0,4,0.011494252873563218,0.5442725060201979
D3,P2_10,item_level,348,0.0,4,0.011494252873563218,1.2377787183007682
D3,P2_11,item_level,348,0.0,4,0.011494252873563218,1.4653139999483067
D3,P2_12,item_level,348,0.0,4,0.011494252873563218,1.5427599096600149
D3,P2_13,item_level,348,0.0,4,0.011494252873563218,1.396049708292215
D3,P2_14,item_level,348,0.0,4,0.011494252873563218,1.0321447328090423
D3,P2_15,item_level,348,0.0,4,0.011494252873563218,1.5564444212905837
D3,P2_16,item_level,348,0.0,4,0.011494252873563218,1.3623833513773818
D3,P2_17,item_level,348,0.0,4,0.011494252873563218,1.4436274465452685
D3,P2_18,item_level,348,0.0,4,0.011494252873563218,1.3525127438037132
D3,P2_19,item_level,348,0.0,4,0.011494252873563218,1.3273742787514569
D3,P2_20,item_level,348,0.0,4,0.011494252873563218,1.0548526110795942
D3,P2_T,sensitive;item_level,348,0.0,36,0.10344827586206896,4.647176340981712
D3,P3_1,item_level,348,0.0,4,0.011494252873563218,1.7049093973902534
D3,P3_2,item_level,348,0.0,4,0.011494252873563218,1.7314951996954617
D3,P3_3,item_level,348,0.0,4,0.011494252873563218,1.978279088431866
D3,P3_4,item_level,348,0.0,4,0.011494252873563218,1.9240493503013756
D3,P3_5,item_level,348,0.0,4,0.011494252873563218,1.841320183952616
D3,P3_6,item_level,348,0.0,4,0.011494252873563218,1.7707024801514955
D3,P3_7,item_level,348,0.0,4,0.011494252873563218,1.9763105147300088
D3,P3_8,item_level,348,0.0,4,0.011494252873563218,1.7562869359445243
D3,P3_9,item_level,348,0.0,4,0.011494252873563218,1.889936757956593
D3,P3_10,item_level,348,0.0,4,0.011494252873563218,1.7981777809062358
D3,P3_11,item_level,348,0.0,4,0.011494252873563218,1.709709714096788
D3,P3_12,item_level,348,0.0,4,0.011494252873563218,1.995207320835512
D3,P3_13,item_level,348,0.0,4,0.011494252873563218,1.9864452060251856
D3,P3_14,item_level,348,0.0,4,0.011494252873563218,1.9725570342423446
D3,P3_15,item_level,348,0.0,4,0.011494252873563218,1.8823760079893874
D3,P3_16,item_level,348,0.0,4,0.011494252873563218,1.6785854240029505
D3,P3_17,item_level,348,0.0,4,0.011494252873563218,1.9862878199501768
D3,P3_18,item_level,348,0.0,4,0.011494252873563218,1.801505819816738
D3,P3_19,item_level,348,0.0,4,0.011494252873563218,1.8927782342228254
D3,P3_20,item_level,348,0.0,4,0.011494252873563218,1.8814244910029512
D3,P3_T,sensitive;item_level,348,0.0,56,0.16091954022988506,5.528369804043734
D3,P4LS_GD,other,348,0.0,10,0.028735632183908046,1.745769143605362
D3,P4LS_GUD,other,348,0.0,9,0.02586206896551724,1.9141638983456388
D3,P4LS_LD,other,348,0.0,11,0.031609195402298854,2.298206572189837
D3,P4LS_LUD,other,348,0.0,11,0.031609195402298854,2.5368542023226275
D3,P4MS_GD,other,348,0.0,9,0.02586206896551724,1.9724210760405683
D3,P4MS_GUD,other,348,0.0,11,0.031609195402298854,2.073842825264798
D3,P4MS_LD,other,348,0.0,10,0.028735632183908046,2.336526036811387
D3,P4MS_LUD,other,348,0.0,11,0.031609195402298854,2.1363406252024038
D3,Age_Group,other,348,0.0,3,0.008620689655172414,1.310428980480396
D3,Gain_LS,other,348,0.0,18,0.05172413793103448,2.550041597708267
D3,Loss_LS,other,348,0.0,20,0.05747126436781609,3.3589756781054603
D3,Gain_MS,other,348,0.0,16,0.04597701149425287,2.801494617476542
D3,Loss_MS,other,348,0.0,21,0.0603448275862069,3.036707435750424
D3,Gain,other,348,0.0,34,0.09770114942528736,3.7053689725850765
D3,Loss,other,348,0.0,45,0.12931034482758622,4.312990864048293
D3,Gain_D,other,348,0.0,14,0.040229885057471264,2.679431068246746
D3,Gain_UD,other,348,0.0,18,0.05172413793103448,2.802969616666735
D3,Loss_D,other,348,0.0,19,0.05459770114942529,3.143958134581341
D3,Loss_UD,other,348,0.0,20,0.05747126436781609,3.212286850732144
D4,ID,structural_identifier,1191,0.0,1191,1.0,10.217957697864112
D4,Attrition,sensitive,1191,0.0,2,0.0016792611251049538,0.9867778160059228
D4,Gender,quasi_identifier,1191,0.0,2,0.0016792611251049538,0.9861104980212425
D4,Age,quasi_identifier,1191,0.0,4,0.0033585222502099076,1.446921701528954
D4,Maritalstatus,quasi_identifier,1191,0.0,3,0.0025188916876574307,1.1038180503149904
D4,Academic_degree,quasi_identifier,1191,0.0,4,0.0033585222502099076,1.3937439900626172
D4,Years_Experience,quasi_identifier,1191,0.0,7,0.005877413937867338,1.7368709615038462
D4,Years_experience_lastorganization,other,1191,0.0,7,0.005877413937867338,1.4646241818685921
D4,Sector,quasi_identifier,1191,0.0,16,0.01343408900083963,3.129769612003652
D4,Department,quasi_identifier,1191,0.0,23,0.019311502938706968,3.5646840126634527
D4,JobTitle,quasi_identifier,1191,0.0,71,0.05961376994122586,5.102784534502555
D4,MonthlySalary,quasi_identifier,1191,0.0,7,0.005877413937867338,1.7018847350568218
D4,Allowances,other,1191,0.0,5,0.0041981528127623844,2.0510088226666143
D4,MedicalInsurance,other,1191,0.0,2,0.0016792611251049538,0.8778774998506641
D4,Bonus,other,1191,0.0,2,0.0016792611251049538,0.9785220108543342
D4,OverTime,other,1191,0.0,2,0.0016792611251049538,0.985426588432744
D4,Payment_Overtime,other,1191,0.0,3,0.0025188916876574307,1.5000676958772283
D4,Rewards&Wages_Satisfaction,other,1191,0.0,2,0.0016792611251049538,0.9990595140294912
D4,Get_ Deserved_Promotion,other,1191,0.0,2,0.0016792611251049538,0.9797667310786861
D4,Training_programs_ During_last_three_years,other,1191,0.0,4,0.0033585222502099076,1.882830871134652
D4,Useful_Training_Programs,other,1191,0.0,2,0.0016792611251049538,0.946274743372004
D4,Business_Travel,other,1191,0.0,3,0.0025188916876574307,1.0743325674866424
D4,Job_Support,item_level,1191,0.0,3,0.0025188916876574307,1.5645529053729756
D4,Recognition,other,1191,0.0,2,0.0016792611251049538,0.9385953465428826
D4,Emotional_Commitment,other,1191,0.0,3,0.0025188916876574307,1.5087525778227793
D4,Job_Engagement,item_level,1191,0.0,3,0.0025188916876574307,1.3131368125296878
D4,Distance_to_work,quasi_identifier,1191,0.0,3,0.0025188916876574307,1.4416046081761869
D4,Work_Live_Balance,other,1191,0.0,3,0.0025188916876574307,1.3588764478566961
D4,Physical_Stress,other,1191,0.0,3,0.0025188916876574307,1.578368838149844
D4,Psychological_Exhaustion,sensitive;item_level,1191,0.0,3,0.0025188916876574307,1.5807436604051874
D4,Job_Stability,item_level,1191,0.0,2,0.0016792611251049538,0.998969971060915
D4,Health_Issues,sensitive;item_level,1191,0.0,2,0.0016792611251049538,0.6391882423483075
D4,Environment_Satisfaction,other,1191,0.0,3,0.0025188916876574307,1.4032714259502312
D4,Job_Satisfaction,sensitive;item_level,1191,0.0,3,0.0025188916876574307,1.4505349705761432
D4,Job_Opportunities,item_level,1191,0.0,2,0.0016792611251049538,0.9997757243544524
D5,marital status,quasi_identifier,901,0.0,5,0.005549389567147614,1.3349990389978073
D5,Age,quasi_identifier,900,0.0011098779134295356,4,0.0044444444444444444,1.929035532331554
D5,Household size,other,900,0.0011098779134295356,3,0.0033333333333333335,1.370308962573248
D5,Income,quasi_identifier,900,0.0011098779134295356,4,0.0044444444444444444,1.7727204641103187
D5,Employment sector,other,900,0.0011098779134295356,37,0.04111111111111111,2.955782432193443
D5,SectorWorkplace transition likelihood,sensitive,900,0.0011098779134295356,4,0.0044444444444444444,1.6287036839454083
D5,Driving Licence,sensitive,522,0.4206437291897891,3,0.005747126436781609,1.0049884642467906
D5,car ownership,other,217,0.7591564927857936,2,0.009216589861751152,0.8066520853260098
D5,driving licence process,other,165,0.8168701442841287,2,0.012121212121212121,0.6966484141095128
D5,private car ownership,other,469,0.4794672586015538,3,0.006396588486140725,1.0216756683118398
D5,rented car,other,74,0.9178690344062153,2,0.02702702702702703,0.4181257118480719
D5,family car,other,226,0.7491675915649278,1,0.004424778761061947,0.8125947968522591
D5,donÕt have a car,other,140,0.8446170921198668,3,0.02142857142857143,0.6494186375762575
D5,one year,other,147,0.8368479467258602,1,0.006802721088435374,0.6417972220116314
D5,two years,other,355,0.6059933407325194,1,0.0028169014084507044,0.9673365698963186
D5,3 years,other,398,0.55826859045505,1,0.002512562814070352,0.9901811452602063
D5,reducing women dependency,item_level,900,0.0011098779134295356,3,0.0033333333333333335,1.0378533963062018
D5,icreasing women penetraion in labour market,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.8071946930811319
D5,faciliatating transportation to work,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.554752267113411
D5,increasing employment opportunities for women,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.7843355547715014
D5,increasing sector employment for women,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.8270950539000287
D5,attaining higher working opportunities,item_level,900,0.0011098779134295356,3,0.0033333333333333335,1.167989968851277
D5,increasing employment opportunities,item_level,900,0.0011098779134295356,3,0.0033333333333333335,1.1710956557197587
D5,improving equal opportunities,item_level,900,0.0011098779134295356,3,0.0033333333333333335,1.2745088249993615
D5,promoting women for higher up jobs,item_level,900,0.0011098779134295356,3,0.0033333333333333335,1.1029252998060102
D5,faciliatating observing start and finish times at work,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.736614861814136
D5,reducing travel time,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.7434831726425661
D5,reducing number of forign drivers,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.8726075550787391
D5,improving competetion in labour market,item_level,900,0.0011098779134295356,3,0.0033333333333333335,1.0011206962036647
D5,vision 2023,other,900,0.0011098779134295356,3,0.0033333333333333335,0.5953191878129658
D5,speeding up of women penetration in labour market,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.5954048751937913
D5,reducing barriers to women,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.720345623818861
D5,Very proud for the achivements,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6794697644010111
D5,complete penetration of women in labour force,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6134836550189021
D5,many training and facilitation opportunities,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6655502222562679
D5,improving women access to finanacial opportunities,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6854680346765201
D5,women taking part in decision making,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6286686220794242
D5,women empowerement,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6616502638773405
D5,more regulations to enable women into labour market,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.7120330911678256
D5,empowering women economically financillay,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6583338861405228
D5,achiveing women aims in workplace,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.6149593194342369
D5,more confidence for women,item_level,900,0.0011098779134295356,3,0.0033333333333333335,0.631211182277128
D5,equaleness in work and pay,item_level,900,0.0011098779134295356,6,0.006666666666666667,1.1554268239406926
